Run	Sample Characteristic[cultivar]	Sample Characteristic Ontology Term[cultivar]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
SRR940281	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	10 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	10 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
SRR940283	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
SRR940284	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
SRR940286	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
SRR940287	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	endosperm	http://purl.obolibrary.org/obo/PO_0009089	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	endosperm	http://purl.obolibrary.org/obo/PO_0009089	Yes
SRR940289	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	endosperm	http://purl.obolibrary.org/obo/PO_0009089	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	endosperm	http://purl.obolibrary.org/obo/PO_0009089	Yes
SRR940290	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	14 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	14 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
SRR940291	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	14 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	14 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
SRR940292	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	14 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	endosperm	http://purl.obolibrary.org/obo/PO_0009089	14 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	endosperm	http://purl.obolibrary.org/obo/PO_0009089	Yes
SRR940293	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
SRR940294	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	endosperm	http://purl.obolibrary.org/obo/PO_0009089	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	endosperm	http://purl.obolibrary.org/obo/PO_0009089	Yes
SRR940295	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	endosperm	http://purl.obolibrary.org/obo/PO_0009089	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	endosperm	http://purl.obolibrary.org/obo/PO_0009089	Yes
SRR940296	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	endosperm	http://purl.obolibrary.org/obo/PO_0009089	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	endosperm	http://purl.obolibrary.org/obo/PO_0009089	Yes
SRR940297	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	plant embryo	http://purl.obolibrary.org/obo/PO_0009009	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	plant embryo	http://purl.obolibrary.org/obo/PO_0009009	Yes
SRR940298	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	plant embryo	http://purl.obolibrary.org/obo/PO_0009009	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	plant embryo	http://purl.obolibrary.org/obo/PO_0009009	Yes
SRR940299	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	plant embryo	http://purl.obolibrary.org/obo/PO_0009009	16 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	plant embryo	http://purl.obolibrary.org/obo/PO_0009009	Yes
SRR940300	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	seed	http://purl.obolibrary.org/obo/PO_0009010	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	seed	http://purl.obolibrary.org/obo/PO_0009010	Yes
